c_ip c_pt c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_ip s_pt s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts ts te protocol s_origin_tls_chello s_origin_tls_shello c_http_version s_http_version s_origin_dns_request s_hostname id token proto
192.168.166.55 51656 21 1 20 6 5267 12 0 0 0 1 1 52.223.29.147 443 23 0 23 12 6166 10 0 0 0 1 0 179568.81713867188 199639.7451171875 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 192.168.166.55#51656#52.223.29.147#443 italy.scorecardresearch.com "['http/1.x', 'http/2']#['http/2']"
192.168.166.55 51635 24 1 23 9 6344 12 0 0 0 1 1 63.140.62.17 443 22 0 22 6 5572 14 0 0 0 1 1 166873.81396484375 214655.287109375 8192 smetrics.sky.com smetrics.sky.com 160 128 bskyb.hb.omtrdc.net - 192.168.166.55#51635#63.140.62.17#443 smetrics.sky.com "['http/1.x', 'http/2']#['http/2']"
192.168.166.55 51657 23 0 22 7 6737 14 0 0 0 1 1 52.223.29.147 443 29 0 29 14 6526 12 1 0 0 1 2 209580.73217773438 239774.05712890625 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 192.168.166.55#51657#52.223.29.147#443 italy.scorecardresearch.com "['http/1.x', 'http/2']#['http/2']"
192.168.166.55 51653 9143 1 9142 9113 6458 27 0 0 0 1 1 101.62.194.136 443 10498 0 10498 28 30468939 10469 0 0 0 1 0 178551.9990234375 240498.86181640625 8192 linear314-it-hls1-prd-akp2.cdn13.skycdp.com ak-star.cdn13.skycdp.com 33 32 linear314-it-hls1-prd-akp2.cdn13.skycdp.com - 192.168.166.55#51653#101.62.194.136#443 cdn#.skycdp.com "['spdy (*)', 'http/1.x']#['http/1.x']"
192.168.166.55 51655 432 1 431 413 3805 16 0 0 0 1 1 101.62.194.136 443 516 0 516 17 1241103 498 0 0 0 1 0 178716.84497070312 240498.96508789062 8192 linear314-it-hls1-prd-akp2.cdn13.skycdp.com ak-star.cdn13.skycdp.com 33 32 linear314-it-hls1-prd-akp2.cdn13.skycdp.com - 192.168.166.55#51655#101.62.194.136#443 cdn#.skycdp.com "['spdy (*)', 'http/1.x']#['http/1.x']"
192.168.166.55 51651 11 0 10 5 893 4 0 0 0 1 1 185.26.141.74 443 14 0 14 5 9650 7 0 0 0 1 1 178304.72509765625 240512.56396484375 8192 linear314-it-hls1-prd.selector.skycdn.it selector.ott.skycdn.it 33 0 linear314-it-hls1-prd.selector.skycdn.it - 192.168.166.55#51651#185.26.141.74#443 selector.skycdn.it "['spdy (*)', 'http/1.x']#None"
192.168.166.55 51648 8 0 7 3 3209 3 0 0 0 1 1 176.255.176.100 443 8 0 8 4 3416 2 0 0 0 1 1 177789.80810546875 250781.25415039062 1 - - 0 0 ott-sgwl.skyanywhere.com - 192.168.166.55#51648#176.255.176.100#443 sgwl.skyanywhere.com HTTP
192.168.166.55 51660 8 0 7 3 1462 3 0 0 0 1 1 23.52.38.143 443 9 1 8 2 1500 3 1 0 0 2 1 250609.27197265625 250825.15698242188 8192 p.sky.com - 1 2 p.sky.com - 192.168.166.55#51660#23.52.38.143#443 p.sky.com "['spdy (*)']#['http/1.x']"
192.168.166.55 51659 16 0 15 6 2478 8 0 0 0 1 1 52.223.29.147 443 18 0 18 8 5806 7 1 0 0 1 2 240755.88598632812 251075.00708007812 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 192.168.166.55#51659#52.223.29.147#443 italy.scorecardresearch.com "['http/1.x', 'http/2']#['http/2']"
192.168.166.55 51658 24 1 23 9 6364 12 0 0 0 1 1 63.140.62.17 443 20 0 20 6 5473 12 0 0 0 1 1 239926.86303710938 287448.9541015625 8192 smetrics.sky.com smetrics.sky.com 160 128 smetrics.sky.com - 192.168.166.55#51658#63.140.62.17#443 smetrics.sky.com "['http/1.x', 'http/2']#['http/2']"
192.168.166.55 51681 13 0 12 5 2232 6 0 0 0 1 1 20.189.173.12 443 16 0 16 7 4939 7 0 0 0 1 1 288348.5517578125 289512.80810546875 8192 v10.events.data.microsoft.com *.events.data.microsoft.com 160 128 v10.events.data.microsoft.com - 192.168.166.55#51681#20.189.173.12#443 data.microsoft.com "['http/1.x', 'http/2']#['http/2']"
192.168.166.55 51680 26 1 25 7 8110 16 0 0 0 1 1 52.223.29.147 443 29 0 29 15 6886 13 0 0 0 1 0 252450.46215820312 292397.0498046875 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 192.168.166.55#51680#52.223.29.147#443 italy.scorecardresearch.com "['http/1.x', 'http/2']#['http/2']"
192.168.166.55 51675 12 0 11 6 895 4 0 0 0 1 1 185.26.141.74 443 14 0 14 5 9664 7 0 0 0 1 1 251209.27416992188 312826.05517578125 8192 linear315-it-hls1-prd.selector.skycdn.it selector.ott.skycdn.it 33 0 linear315-it-hls1-prd.selector.skycdn.it - 192.168.166.55#51675#185.26.141.74#443 selector.skycdn.it "['spdy (*)', 'http/1.x']#None"
192.168.166.55 51552 16 1 15 4 821 9 6 6 0 1 1 23.196.137.203 443 14 0 14 7 5600 6 0 0 0 1 0 13678.01318359375 313878.5510253906 8192 falke.epgsky.com cp.sky.com 160 32 falke.epgsky.com - 192.168.166.55#51552#23.196.137.203#443 falke.epgsky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51677 6485 1 6484 6460 5289 22 0 0 0 1 1 101.62.202.211 443 7251 0 7251 23 20760758 7227 1 1400 0 1 0 251506.19018554688 313878.7058105469 8192 linear315-it-hls1-prd-akp1.cdn13.skycdp.com ak-star.cdn13.skycdp.com 33 32 linear315-it-hls1-prd-akp1.cdn13.skycdp.com - 192.168.166.55#51677#101.62.202.211#443 cdn#.skycdp.com "['spdy (*)', 'http/1.x']#['http/1.x']"
192.168.166.55 51679 708 1 707 686 4566 19 0 0 0 1 1 101.62.202.211 443 873 0 873 20 2164908 852 1 1400 0 1 0 251650.10302734375 313878.7570800781 8192 linear315-it-hls1-prd-akp1.cdn13.skycdp.com ak-star.cdn13.skycdp.com 33 32 linear315-it-hls1-prd-akp1.cdn13.skycdp.com - 192.168.166.55#51679#101.62.202.211#443 cdn#.skycdp.com "['spdy (*)', 'http/1.x']#['http/1.x']"
192.168.166.55 51547 16 1 15 4 814 9 6 6 0 1 1 23.196.137.203 443 16 0 16 7 5592 7 0 0 0 1 1 13677.3701171875 313930.2277832031 8192 falke.epgsky.com cp.sky.com 160 32 falke.epgsky.com - 192.168.166.55#51547#23.196.137.203#443 falke.epgsky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51550 16 1 15 4 816 9 6 6 0 1 1 23.196.137.203 443 15 0 15 7 5584 6 0 0 0 1 1 13677.7099609375 313965.1921386719 8192 falke.epgsky.com cp.sky.com 160 32 falke.epgsky.com - 192.168.166.55#51550#23.196.137.203#443 falke.epgsky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51549 16 1 15 4 815 9 6 6 0 1 1 23.196.137.203 443 15 0 15 7 5588 6 0 0 0 1 1 13677.614990234375 313966.2541503906 8192 falke.epgsky.com cp.sky.com 160 32 falke.epgsky.com - 192.168.166.55#51549#23.196.137.203#443 falke.epgsky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51548 16 1 15 4 816 9 6 6 0 1 1 23.196.137.203 443 16 0 16 7 5587 7 0 0 0 1 1 13677.52099609375 313966.376953125 8192 falke.epgsky.com cp.sky.com 160 32 falke.epgsky.com - 192.168.166.55#51548#23.196.137.203#443 falke.epgsky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51551 15 1 14 3 819 9 6 6 0 1 1 23.196.137.203 443 16 0 16 7 5591 7 0 0 0 1 1 13677.92578125 313966.43017578125 8192 falke.epgsky.com cp.sky.com 160 32 falke.epgsky.com - 192.168.166.55#51551#23.196.137.203#443 falke.epgsky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51568 16 1 15 4 1032 9 6 6 0 1 1 23.51.48.42 443 16 0 16 8 5439 7 0 0 0 1 0 18154.941162109375 323371.3610839844 8192 almanac.search.sky.com cp.sky.com 160 32 almanac.search.sky.com - 192.168.166.55#51568#23.51.48.42#443 search.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51572 17 1 16 5 1038 9 6 6 0 1 1 23.51.48.42 443 16 0 16 8 5445 6 0 0 0 1 1 18155.635009765625 323372.5009765625 8192 almanac.search.sky.com cp.sky.com 160 32 almanac.search.sky.com - 192.168.166.55#51572#23.51.48.42#443 search.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51571 16 1 15 4 1033 9 6 6 0 1 1 23.51.48.42 443 17 0 17 8 5440 7 0 0 0 1 1 18155.47509765625 323373.53515625 8192 almanac.search.sky.com cp.sky.com 160 32 almanac.search.sky.com - 192.168.166.55#51571#23.51.48.42#443 search.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51569 20 1 19 8 1030 9 6 6 0 1 1 23.51.48.42 443 22 0 22 8 16394 13 0 0 0 1 0 18155.14501953125 323373.5671386719 8192 almanac.search.sky.com cp.sky.com 160 32 almanac.search.sky.com - 192.168.166.55#51569#23.51.48.42#443 search.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51567 216 1 215 201 2891 12 6 6 0 1 1 23.214.205.236 443 280 0 280 8 559618 270 0 0 0 1 1 18001.29296875 323374.1281738281 8192 cdn.skyq.sky.com sky.com 160 32 cdn.skyq.sky.com - 192.168.166.55#51567#23.214.205.236#443 skyq.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51561 42 1 41 13 13392 26 6 6 0 1 1 23.51.48.42 443 40 0 40 16 21338 23 0 0 0 1 0 17236.089111328125 323374.9240722656 8192 entity.it.search.sky.com cp.sky.com 160 32 entity.it.search.sky.com - 192.168.166.55#51561#23.51.48.42#443 search.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51575 56 1 55 44 1208 9 6 6 0 1 1 23.214.205.236 443 69 0 69 8 120295 60 0 0 0 1 0 18506.129150390625 323374.94580078125 8192 cdn.skyq.sky.com - 160 32 cdn.skyq.sky.com - 192.168.166.55#51575#23.214.205.236#443 skyq.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51574 58 1 57 45 1848 10 6 6 0 1 1 23.214.205.236 443 69 0 69 8 119518 59 0 0 0 1 1 18505.893798828125 323375.3271484375 8192 cdn.skyq.sky.com - 160 32 cdn.skyq.sky.com - 192.168.166.55#51574#23.214.205.236#443 skyq.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51570 17 1 16 5 1037 9 6 6 0 1 1 23.51.48.42 443 15 0 15 8 5444 6 0 0 0 1 0 18155.31298828125 323376.4699707031 8192 almanac.search.sky.com cp.sky.com 160 32 almanac.search.sky.com - 192.168.166.55#51570#23.51.48.42#443 search.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51565 45 1 44 14 14802 28 6 6 0 1 1 23.51.48.42 443 46 0 46 17 25820 27 0 0 0 1 1 17236.443115234375 323416.01416015625 8192 entity.it.search.sky.com cp.sky.com 160 32 entity.it.search.sky.com - 192.168.166.55#51565#23.51.48.42#443 search.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51560 43 1 42 12 14802 28 6 6 0 1 1 23.51.48.42 443 44 0 44 17 22084 25 0 0 0 1 1 17235.93310546875 323416.0871582031 8192 entity.it.search.sky.com cp.sky.com 160 32 entity.it.search.sky.com - 192.168.166.55#51560#23.51.48.42#443 search.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51562 35 1 34 10 10488 22 6 6 0 1 1 23.51.48.42 443 35 0 35 14 17240 19 0 0 0 1 1 17236.17578125 323416.6071777344 8192 entity.it.search.sky.com cp.sky.com 160 32 entity.it.search.sky.com - 192.168.166.55#51562#23.51.48.42#443 search.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51546 17 1 16 4 2868 10 6 6 0 1 1 23.52.38.143 443 17 0 17 9 3964 6 1 0 0 2 0 13662.31396484375 323416.6511230469 8192 p.sky.com - 160 32 p.sky.com - 192.168.166.55#51546#23.52.38.143#443 p.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51564 34 1 33 9 10488 22 6 6 0 1 1 23.51.48.42 443 36 0 36 14 17483 20 0 0 0 1 1 17236.357177734375 323417.7880859375 8192 entity.it.search.sky.com cp.sky.com 160 32 entity.it.search.sky.com - 192.168.166.55#51564#23.51.48.42#443 search.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51557 28 1 27 16 959 9 6 6 0 1 1 92.123.101.120 443 31 0 31 9 40431 20 0 0 0 1 1 16993.940185546875 323418.203125 8192 qms.services.skyq.sky.com akm.prod.services.skyq.sky.com 160 32 qms.services.skyq.sky.com - 192.168.166.55#51557#92.123.101.120#443 skyq.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51563 40 1 39 11 13392 26 6 6 0 1 1 23.51.48.42 443 41 0 41 16 20882 23 0 0 0 1 1 17236.26416015625 323418.35302734375 8192 entity.it.search.sky.com cp.sky.com 160 32 entity.it.search.sky.com - 192.168.166.55#51563#23.51.48.42#443 search.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.166.55 51672 8 0 7 3 3211 3 0 0 0 1 1 176.255.176.100 443 8 0 8 4 3419 2 0 0 0 1 1 250725.72705078125 323762.9001464844 1 - - 0 0 ott-sgwl.skyanywhere.com - 192.168.166.55#51672#176.255.176.100#443 sgwl.skyanywhere.com HTTP
192.168.166.55 51685 7 0 6 2 1466 3 0 0 0 1 1 23.52.38.143 443 8 1 7 2 1500 3 0 0 0 1 1 323582.8801269531 323806.85498046875 8192 p.sky.com - 1 2 p.sky.com - 192.168.166.55#51685#23.52.38.143#443 p.sky.com "['spdy (*)']#['http/1.x']"
192.168.166.55 51683 20 0 19 6 5319 12 0 0 0 1 1 52.223.29.147 443 26 0 26 12 6526 11 1 0 0 1 2 302356.3859863281 324476.7077636719 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 192.168.166.55#51683#52.223.29.147#443 italy.scorecardresearch.com "['http/1.x', 'http/2']#['http/2']"
192.168.166.55 51705 19 1 18 4 5275 12 0 0 0 1 1 52.223.29.147 443 20 0 20 10 6166 9 0 0 0 1 0 325181.2541503906 345243.5480957031 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 192.168.166.55#51705#52.223.29.147#443 italy.scorecardresearch.com "['http/1.x', 'http/2']#['http/2']"
192.168.166.55 51706 6 0 5 3 282 1 0 0 0 1 1 173.222.107.19 80 5 0 5 2 268 1 0 0 0 1 1 352843.1591796875 352995.7751464844 1 - - 0 0 ctldl.windowsupdate.com ctldl.windowsupdate.com 192.168.166.55#51706#173.222.107.19#80 ctldl.windowsupdate.com HTTP
192.168.166.55 51684 24 1 23 10 5393 11 0 0 0 1 1 63.140.62.17 443 20 0 20 5 5391 13 1 46 0 1 1 312894.0009765625 360627.2951660156 8192 smetrics.sky.com smetrics.sky.com 160 128 smetrics.sky.com - 192.168.166.55#51684#63.140.62.17#443 smetrics.sky.com "['http/1.x', 'http/2']#['http/2']"
192.168.166.55 51707 19 1 18 4 5336 12 0 0 0 1 1 52.223.29.147 443 22 0 22 12 6166 9 0 0 0 1 0 355217.9211425781 375288.4169921875 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 192.168.166.55#51707#52.223.29.147#443 italy.scorecardresearch.com "['http/1.x', 'http/2']#['http/2']"
192.168.166.55 51702 8224 0 8223 8200 5395 22 0 0 0 1 1 101.62.214.125 443 9072 0 9072 23 25644692 9047 0 0 0 1 1 324427.9890136719 386603.3781738281 8192 linear313-it-hls1-prd-msp1.cdn13.skycdp.com 3rdparty.cdn13.skycdp.com 33 32 linear313-it-hls1-prd-msp1.cdn13.skycdp.com - 192.168.166.55#51702#101.62.214.125#443 cdn#.skycdp.com "['spdy (*)', 'http/1.x']#['http/1.x']"
192.168.166.55 51704 1835 0 1834 1816 4180 17 0 0 0 1 1 101.62.214.125 443 2076 0 2076 18 5749054 2056 1 1400 0 1 1 324628.625 386603.47412109375 8192 linear313-it-hls1-prd-msp1.cdn13.skycdp.com 3rdparty.cdn13.skycdp.com 33 32 linear313-it-hls1-prd-msp1.cdn13.skycdp.com - 192.168.166.55#51704#101.62.214.125#443 cdn#.skycdp.com "['spdy (*)', 'http/1.x']#['http/1.x']"
